age_days,variable,q05,q50,q95
28.0,scalar__aq_volume_frac,0.4405178593732708,0.3705810816874401,0.292948620647512
28.0,scalar__converged,True,True,True
28.0,scalar__elapsed_time,0.0052254,0.0047005,0.0046752
28.0,scalar__ionic_strength,0.2567897197862793,0.2664294174559175,0.24807275088638
28.0,scalar__nelements,13,13,13
28.0,scalar__nphases,46,46,46
28.0,scalar__nspecies,140,140,140
28.0,scalar__num_iterations,276,229,228
28.0,scalar__pE,6.937443426216912,6.939357229866892,6.996809516242723
28.0,scalar__pH,13.43586508808567,13.450457275401632,13.414952207210357
28.0,scalar__pressure,100000.0,100000.0,100000.0
28.0,scalar__system_enthalpy,0.0,0.0,0.0
28.0,scalar__system_entropy,0.0,0.0,0.0
28.0,scalar__system_gibbs_energy,-567.6474987252607,-610.8571889605884,-653.8704377786992
28.0,scalar__system_heat_capacity_const_p,0.0,0.0,0.0
28.0,scalar__system_mass,0.1083354733557999,0.1156015308223088,0.1228530756406593
28.0,scalar__system_volume,6.396757570629972e-05,6.547231262846371e-05,6.739271631169611e-05
28.0,scalar__temperature,293.15,293.15,293.15
28.0,scalar__water_activity,0.0,0.0,0.0
90.0,phase_mass__Al(OH)3am,0.0,0.0,0.0
90.0,phase_mass__Anhydrite,0.0,0.0,0.0
90.0,phase_mass__Aragonite,0.0,0.0,0.0
90.0,phase_mass__Brucite,6.853023711529816e-05,0.0,0.0
90.0,phase_mass__C2AH75,0.0,0.0,0.0
90.0,phase_mass__C2ASH55,0.0,0.0,0.0
90.0,phase_mass__C3(AF)S0.84H,0.0101387973816937,0.0122256546328706,0.0143965703883847
90.0,phase_mass__C3AH6,0.0,0.0,0.0
90.0,phase_mass__C4AH11,0.0,0.0,0.0
90.0,phase_mass__C4AH13,0.0,0.0,0.0
90.0,phase_mass__C4AH19,0.0,0.0,0.0
90.0,phase_mass__C4Ac0.5H105,0.0,0.0,0.0
90.0,phase_mass__C4Ac0.5H12,0.0,0.0,0.0
90.0,phase_mass__C4Ac0.5H9,0.0,0.0,0.0
90.0,phase_mass__C4AcH11,0.0,0.0,0.0
90.0,phase_mass__C4AcH9,0.0,0.0,0.0
90.0,phase_mass__C4AsH105,0.0,0.0,0.0
90.0,phase_mass__C4AsH12,0.0,0.0,0.0
90.0,phase_mass__C4AsH14,0.0,0.0,0.0
90.0,phase_mass__C4AsH16,0.0,0.0,0.0
90.0,phase_mass__C4AsH9,0.0,0.0,0.0
90.0,phase_mass__C6AsH13,0.0,0.0,0.0
90.0,phase_mass__C6AsH9,0.0,0.0,0.0
90.0,phase_mass__CAH10,0.0,0.0,0.0
90.0,phase_mass__CO3_SO4_AFt,0.0,0.0,0.0
90.0,phase_mass__CSHQ,0.0471322145833189,0.0556463035282627,0.0539191332451961
90.0,phase_mass__Calcite,0.0,0.0,0.0
90.0,phase_mass__Friedels,0.0,0.0,0.0
90.0,phase_mass__Gypsum,0.0,0.0,0.0
90.0,phase_mass__Kuzels,0.0,0.0,0.0
90.0,phase_mass__MSH,0.0,0.0,0.0
90.0,phase_mass__MgAl-OH-LDH,0.0025301782480466,0.00295440002396,0.0031829720958616
90.0,phase_mass__Na-oxide,0.0,0.0,0.0
90.0,phase_mass__OH_SO4_AFm,0.0097090361148825,0.0108274616997107,0.0
90.0,phase_mass__Portlandite,0.010350307940803,0.0,0.0
90.0,phase_mass__SO4_CO3_AFt,0.0,0.0,0.0
90.0,phase_mass__SO4_OH_AFm,0.0097090361148825,0.0108274616997107,0.0
90.0,phase_mass__Silica-amorph,0.0,0.0,0.0
90.0,phase_mass__Sulphur,0.0,0.0,0.0
90.0,phase_mass__aq_gen,0.02603207217878,0.0215015244280272,0.0162410243302263
90.0,phase_mass__arcanite,0.0,0.0,0.0
90.0,phase_mass__ettringite,0.0,0.0,0.011316067454544
90.0,phase_mass__gas_gen,0.0,0.0,0.0
90.0,phase_mass__hemihydrate,0.0,0.0,0.0
90.0,phase_mass__straetlingite,0.0,0.0101017248149022,0.0339595746426444
90.0,phase_mass__thenardite,0.0,0.0,0.0
90.0,phase_volume__Al(OH)3am,0.0,0.0,0.0
90.0,phase_volume__Anhydrite,0.0,0.0,0.0
90.0,phase_volume__Aragonite,0.0,0.0,0.0
90.0,phase_volume__Brucite,0.0,0.0,0.0
90.0,phase_volume__C2AH75,0.0,0.0,0.0
90.0,phase_volume__C2ASH55,0.0,0.0,0.0
90.0,phase_volume__C3(AF)S0.84H,3.4518937377006703e-06,4.16266318654826e-06,4.901313974001037e-06
90.0,phase_volume__C3AH6,0.0,0.0,0.0
90.0,phase_volume__C4AH11,0.0,0.0,0.0
90.0,phase_volume__C4AH13,0.0,0.0,0.0
90.0,phase_volume__C4AH19,0.0,0.0,0.0
90.0,phase_volume__C4Ac0.5H105,0.0,0.0,0.0
90.0,phase_volume__C4Ac0.5H12,0.0,0.0,0.0
90.0,phase_volume__C4Ac0.5H9,0.0,0.0,0.0
90.0,phase_volume__C4AcH11,0.0,0.0,0.0
90.0,phase_volume__C4AcH9,0.0,0.0,0.0
90.0,phase_volume__C4AsH105,0.0,0.0,0.0
90.0,phase_volume__C4AsH12,0.0,0.0,0.0
90.0,phase_volume__C4AsH14,0.0,0.0,0.0
90.0,phase_volume__C4AsH16,0.0,0.0,0.0
90.0,phase_volume__C4AsH9,0.0,0.0,0.0
90.0,phase_volume__C6AsH13,0.0,0.0,0.0
90.0,phase_volume__C6AsH9,0.0,0.0,0.0
90.0,phase_volume__CAH10,0.0,0.0,0.0
90.0,phase_volume__CO3_SO4_AFt,0.0,0.0,0.0
90.0,phase_volume__CSHQ,2.092478155047877e-05,2.4548127925014856e-05,2.302673151223001e-05
90.0,phase_volume__Calcite,0.0,0.0,0.0
90.0,phase_volume__Friedels,0.0,0.0,0.0
90.0,phase_volume__Gypsum,0.0,0.0,0.0
90.0,phase_volume__Kuzels,0.0,0.0,0.0
90.0,phase_volume__MSH,0.0,0.0,0.0
90.0,phase_volume__MgAl-OH-LDH,1.3627478541434538e-06,1.5283637920189329e-06,1.618773432486321e-06
90.0,phase_volume__Na-oxide,0.0,0.0,0.0
90.0,phase_volume__OH_SO4_AFm,4.82547452639382e-06,5.373472680292036e-06,0.0
90.0,phase_volume__Portlandite,0.0,0.0,0.0
90.0,phase_volume__SO4_CO3_AFt,0.0,0.0,0.0
90.0,phase_volume__SO4_OH_AFm,4.82547452639382e-06,5.373472680292036e-06,0.0
90.0,phase_volume__Silica-amorph,0.0,0.0,0.0
90.0,phase_volume__Sulphur,0.0,0.0,0.0
90.0,phase_volume__aq_gen,2.572868072804063e-05,2.122973920874464e-05,1.607548922146278e-05
90.0,phase_volume__arcanite,0.0,0.0,0.0
90.0,phase_volume__ettringite,0.0,0.0,6.410582681629408e-06
90.0,phase_volume__gas_gen,0.0,0.0,0.0
90.0,phase_volume__hemihydrate,0.0,0.0,0.0
90.0,phase_volume__straetlingite,0.0,5.252587309847674e-06,1.7657768799096715e-05
90.0,phase_volume__thenardite,0.0,0.0,0.0
90.0,scalar__Eh,0.403507223710596,0.4031989496724618,0.4102100901319979
90.0,scalar__IS,0.2546206481635516,0.2718418310662198,0.2246024621126851
90.0,scalar__P,100000.0,100000.0,100000.0
90.0,scalar__T,293.15,293.15,293.15
90.0,scalar__aq_volume_frac,0.3912138682694168,0.3146618384492982,0.2306692074505827
90.0,scalar__converged,True,True,True
90.0,scalar__elapsed_time,0.0076167,0.0051862,0.0048373
90.0,scalar__ionic_strength,0.2546206481635516,0.2718418310662198,0.2246024621126851
90.0,scalar__nelements,13,13,13
90.0,scalar__nphases,46,46,46
90.0,scalar__nspecies,140,140,140
90.0,scalar__num_iterations,481,280,240
90.0,scalar__pE,6.950999777919241,6.945689308503344,7.066466417098924
90.0,scalar__pH,13.432406757391322,13.458667384288596,13.366920874928931
90.0,scalar__pressure,100000.0,100000.0,100000.0
90.0,scalar__system_enthalpy,0.0,0.0,0.0
90.0,scalar__system_entropy,0.0,0.0,0.0
90.0,scalar__system_gibbs_energy,-604.6535087979018,-654.6862143394951,-707.6480831751633
90.0,scalar__system_heat_capacity_const_p,0.0,0.0,0.0
90.0,scalar__system_mass,0.1156701727995249,0.1240845308274446,0.1330153421568571
90.0,scalar__system_volume,6.576627981480985e-05,6.746842678275844e-05,6.969065962090628e-05
90.0,scalar__temperature,293.15,293.15,293.15
90.0,scalar__water_activity,0.0,0.0,0.0
180.0,phase_mass__Al(OH)3am,0.0,0.0,0.0
180.0,phase_mass__Anhydrite,0.0,0.0,0.0
180.0,phase_mass__Aragonite,0.0,0.0,0.0
180.0,phase_mass__Brucite,0.0,0.0,0.0
180.0,phase_mass__C2AH75,0.0,0.0,0.0
180.0,phase_mass__C2ASH55,0.0,0.0,0.0
180.0,phase_mass__C3(AF)S0.84H,0.0105655097878099,0.0127311714383942,0.0150343045477682
180.0,phase_mass__C3AH6,0.0,0.0,0.0
180.0,phase_mass__C4AH11,0.0,0.0,0.0
180.0,phase_mass__C4AH13,0.0,0.0,0.0
180.0,phase_mass__C4AH19,0.0,0.0,0.0
180.0,phase_mass__C4Ac0.5H105,0.0,0.0,0.0
180.0,phase_mass__C4Ac0.5H12,0.0,0.0,0.0
180.0,phase_mass__C4Ac0.5H9,0.0,0.0,0.0
180.0,phase_mass__C4AcH11,0.0,0.0,0.0
180.0,phase_mass__C4AcH9,0.0,0.0,0.0
180.0,phase_mass__C4AsH105,0.0,0.0,0.0
180.0,phase_mass__C4AsH12,0.0,0.0,0.0
180.0,phase_mass__C4AsH14,0.0,0.0,0.0
180.0,phase_mass__C4AsH16,0.0,0.0,0.0
180.0,phase_mass__C4AsH9,0.0,0.0,0.0
180.0,phase_mass__C6AsH13,0.0,0.0,0.0
180.0,phase_mass__C6AsH9,0.0,0.0,0.0
180.0,phase_mass__CAH10,0.0,0.0,0.0
180.0,phase_mass__CO3_SO4_AFt,0.0,0.0,0.0
180.0,phase_mass__CSHQ,0.0484030942151317,0.0571645012116331,0.0552986099833504
180.0,phase_mass__Calcite,0.0,0.0,0.0
180.0,phase_mass__Friedels,0.0,0.0,0.0
180.0,phase_mass__Gypsum,0.0,0.0,0.0
180.0,phase_mass__Kuzels,0.0,0.0,0.0
180.0,phase_mass__MSH,0.0,0.0,0.0
180.0,phase_mass__MgAl-OH-LDH,0.0027309523252309,0.0030416600710092,0.0032933564805554
180.0,phase_mass__Na-oxide,0.0,0.0,0.0
180.0,phase_mass__OH_SO4_AFm,0.0098356946927028,0.0108862885522811,0.0
180.0,phase_mass__Portlandite,0.0107040377311208,0.0,0.0
180.0,phase_mass__SO4_CO3_AFt,0.0,0.0,0.0
180.0,phase_mass__SO4_OH_AFm,0.0098356946927028,0.0108862885522811,0.0
180.0,phase_mass__Silica-amorph,0.0,0.0,0.0
180.0,phase_mass__Sulphur,0.0,0.0,0.0
180.0,phase_mass__aq_gen,0.0253722889097918,0.0206993837577675,0.0152073400300512
180.0,phase_mass__arcanite,0.0,0.0,0.0
180.0,phase_mass__ettringite,0.0,0.0,0.0113185954301882
180.0,phase_mass__gas_gen,0.0,0.0,0.0
180.0,phase_mass__hemihydrate,0.0,0.0,0.0
180.0,phase_mass__straetlingite,0.0,0.0107806726377939,0.0355464835057692
180.0,phase_mass__thenardite,0.0,0.0,0.0
180.0,phase_volume__Al(OH)3am,0.0,0.0,0.0
180.0,phase_volume__Anhydrite,0.0,0.0,0.0
180.0,phase_volume__Aragonite,0.0,0.0,0.0
180.0,phase_volume__Brucite,0.0,0.0,0.0
180.0,phase_volume__C2AH75,0.0,0.0,0.0
180.0,phase_volume__C2ASH55,0.0,0.0,0.0
180.0,phase_volume__C3(AF)S0.84H,3.5972203847512804e-06,4.33478542849246e-06,5.118279668548262e-06
180.0,phase_volume__C3AH6,0.0,0.0,0.0
180.0,phase_volume__C4AH11,0.0,0.0,0.0
180.0,phase_volume__C4AH13,0.0,0.0,0.0
180.0,phase_volume__C4AH19,0.0,0.0,0.0
180.0,phase_volume__C4Ac0.5H105,0.0,0.0,0.0
180.0,phase_volume__C4Ac0.5H12,0.0,0.0,0.0
180.0,phase_volume__C4Ac0.5H9,0.0,0.0,0.0
180.0,phase_volume__C4AcH11,0.0,0.0,0.0
180.0,phase_volume__C4AcH9,0.0,0.0,0.0
180.0,phase_volume__C4AsH105,0.0,0.0,0.0
180.0,phase_volume__C4AsH12,0.0,0.0,0.0
180.0,phase_volume__C4AsH14,0.0,0.0,0.0
180.0,phase_volume__C4AsH16,0.0,0.0,0.0
180.0,phase_volume__C4AsH9,0.0,0.0,0.0
180.0,phase_volume__C6AsH13,0.0,0.0,0.0
180.0,phase_volume__C6AsH9,0.0,0.0,0.0
180.0,phase_volume__CAH10,0.0,0.0,0.0
180.0,phase_volume__CO3_SO4_AFt,0.0,0.0,0.0
180.0,phase_volume__CSHQ,2.1489889939011173e-05,2.522463374193657e-05,2.3564443439091348e-05
180.0,phase_volume__Calcite,0.0,0.0,0.0
180.0,phase_volume__Friedels,0.0,0.0,0.0
180.0,phase_volume__Gypsum,0.0,0.0,0.0
180.0,phase_volume__Kuzels,0.0,0.0,0.0
180.0,phase_volume__MSH,0.0,0.0,0.0
180.0,phase_volume__MgAl-OH-LDH,1.4664251120219052e-06,1.5736601646252088e-06,1.6717295925513617e-06
180.0,phase_volume__Na-oxide,0.0,0.0,0.0
180.0,phase_volume__OH_SO4_AFm,4.887506959836364e-06,5.402296095325523e-06,0.0
180.0,phase_volume__Portlandite,0.0,0.0,0.0
180.0,phase_volume__SO4_CO3_AFt,0.0,0.0,0.0
180.0,phase_volume__SO4_OH_AFm,4.887506959836364e-06,5.402296095325523e-06,0.0
180.0,phase_volume__Silica-amorph,0.0,0.0,0.0
180.0,phase_volume__Sulphur,0.0,0.0,0.0
180.0,phase_volume__aq_gen,2.507798326615305e-05,2.0436628656231546e-05,1.5058814470633488e-05
180.0,phase_volume__arcanite,0.0,0.0,0.0
180.0,phase_volume__ettringite,0.0,0.0,6.4119963032441534e-06
180.0,phase_volume__gas_gen,0.0,0.0,0.0
180.0,phase_volume__hemihydrate,0.0,0.0,0.0
180.0,phase_volume__straetlingite,0.0,5.605620363435431e-06,1.848287326477884e-05
180.0,phase_volume__thenardite,0.0,0.0,0.0
180.0,scalar__Eh,0.4037494822340484,0.4033634298666822,0.4117343126261473
180.0,scalar__IS,0.2535386056118296,0.2727896868012073,0.2164746305047845
180.0,scalar__P,100000.0,100000.0,100000.0
180.0,scalar__T,293.15,293.15,293.15
180.0,scalar__aq_volume_frac,0.3789208043054816,0.3006274278092367,0.2141830969944197
180.0,scalar__converged,True,True,True
180.0,scalar__elapsed_time,0.0054189,0.0052825,0.0046141
180.0,scalar__ionic_strength,0.2535386056118296,0.2727896868012073,0.2164746305047845
180.0,scalar__nelements,13,13,13
180.0,scalar__nphases,46,46,46
180.0,scalar__nspecies,140,140,140
180.0,scalar__num_iterations,297,300,217
180.0,scalar__pE,6.955173033920042,6.948522719471763,7.092723370124208
180.0,scalar__pH,13.43072491465685,13.46008907681109,13.347749384464953
180.0,scalar__pressure,100000.0,100000.0,100000.0
180.0,scalar__system_enthalpy,0.0,0.0,0.0
180.0,scalar__system_entropy,0.0,0.0,0.0
180.0,scalar__system_gibbs_energy,-613.7791793000818,-665.7628680630536,-722.1458343365242
180.0,scalar__system_heat_capacity_const_p,0.0,0.0,0.0
180.0,scalar__system_mass,0.1174472723544914,0.1261899662211605,0.1356986899776823
180.0,scalar__system_volume,6.618265078402893e-05,6.797992054537226e-05,7.030813673884745e-05
180.0,scalar__temperature,293.15,293.15,293.15
180.0,scalar__water_activity,0.0,0.0,0.0
365.0,phase_mass__Al(OH)3am,0.0,0.0,0.0
365.0,phase_mass__Anhydrite,0.0,0.0,0.0
365.0,phase_mass__Aragonite,0.0,0.0,0.0
365.0,phase_mass__Brucite,0.0,0.0,0.0
365.0,phase_mass__C2AH75,0.0,0.0,0.0
365.0,phase_mass__C2ASH55,0.0,0.0,0.0
365.0,phase_mass__C3(AF)S0.84H,0.0108552591207589,0.0130567628789496,0.015432372554322
365.0,phase_mass__C3AH6,0.0,0.0,0.0
365.0,phase_mass__C4AH11,0.0,0.0,0.0
365.0,phase_mass__C4AH13,0.0,0.0,0.0
365.0,phase_mass__C4AH19,0.0,0.0,0.0
365.0,phase_mass__C4Ac0.5H105,0.0,0.0,0.0
365.0,phase_mass__C4Ac0.5H12,0.0,0.0,0.0
365.0,phase_mass__C4Ac0.5H9,0.0,0.0,0.0
365.0,phase_mass__C4AcH11,0.0,0.0,0.0
365.0,phase_mass__C4AcH9,0.0,0.0,0.0
365.0,phase_mass__C4AsH105,0.0,0.0,0.0
365.0,phase_mass__C4AsH12,0.0,0.0,0.0
365.0,phase_mass__C4AsH14,0.0,0.0,0.0
365.0,phase_mass__C4AsH16,0.0,0.0,0.0
365.0,phase_mass__C4AsH9,0.0,0.0,0.0
365.0,phase_mass__C6AsH13,0.0,0.0,0.0
365.0,phase_mass__C6AsH9,0.0,0.0,0.0
365.0,phase_mass__CAH10,0.0,0.0,0.0
365.0,phase_mass__CO3_SO4_AFt,0.0,0.0,0.0
365.0,phase_mass__CSHQ,0.0492419749457209,0.0582346134179304,0.0563173739093891
365.0,phase_mass__Calcite,0.0,0.0,0.0
365.0,phase_mass__Friedels,0.0,0.0,0.0
365.0,phase_mass__Gypsum,0.0,0.0,0.0
365.0,phase_mass__Kuzels,0.0,0.0,0.0
365.0,phase_mass__MSH,0.0,0.0,0.0
365.0,phase_mass__MgAl-OH-LDH,0.002796546511152,0.0031009055879067,0.0033618807136005
365.0,phase_mass__Na-oxide,0.0,0.0,0.0
365.0,phase_mass__OH_SO4_AFm,0.0099404152441967,0.0110115982194741,0.0
365.0,phase_mass__Portlandite,0.0109751228655062,0.0,0.0
365.0,phase_mass__SO4_CO3_AFt,0.0,0.0,0.0
365.0,phase_mass__SO4_OH_AFm,0.0099404152441967,0.0110115982194741,0.0
365.0,phase_mass__Silica-amorph,0.0,0.0,0.0
365.0,phase_mass__Sulphur,0.0,0.0,0.0
365.0,phase_mass__aq_gen,0.0249197869682453,0.020159327347342,0.0145686074655957
365.0,phase_mass__arcanite,0.0,0.0,0.0
365.0,phase_mass__ettringite,0.0,0.0,0.0113217146427432
365.0,phase_mass__gas_gen,0.0,0.0,0.0
365.0,phase_mass__hemihydrate,0.0,0.0,0.0
365.0,phase_mass__straetlingite,0.0,0.0109885715018315,0.0363743942699795
365.0,phase_mass__thenardite,0.0,0.0,0.0
365.0,phase_volume__Al(OH)3am,0.0,0.0,0.0
365.0,phase_volume__Anhydrite,0.0,0.0,0.0
365.0,phase_volume__Aragonite,0.0,0.0,0.0
365.0,phase_volume__Brucite,0.0,0.0,0.0
365.0,phase_volume__C2AH75,0.0,0.0,0.0
365.0,phase_volume__C2ASH55,0.0,0.0,0.0
365.0,phase_volume__C3(AF)S0.84H,3.695901991931184e-06,4.445646602466454e-06,5.253775229041326e-06
365.0,phase_volume__C3AH6,0.0,0.0,0.0
365.0,phase_volume__C4AH11,0.0,0.0,0.0
365.0,phase_volume__C4AH13,0.0,0.0,0.0
365.0,phase_volume__C4AH19,0.0,0.0,0.0
365.0,phase_volume__C4Ac0.5H105,0.0,0.0,0.0
365.0,phase_volume__C4Ac0.5H12,0.0,0.0,0.0
365.0,phase_volume__C4Ac0.5H9,0.0,0.0,0.0
365.0,phase_volume__C4AcH11,0.0,0.0,0.0
365.0,phase_volume__C4AcH9,0.0,0.0,0.0
365.0,phase_volume__C4AsH105,0.0,0.0,0.0
365.0,phase_volume__C4AsH12,0.0,0.0,0.0
365.0,phase_volume__C4AsH14,0.0,0.0,0.0
365.0,phase_volume__C4AsH16,0.0,0.0,0.0
365.0,phase_volume__C4AsH9,0.0,0.0,0.0
365.0,phase_volume__C6AsH13,0.0,0.0,0.0
365.0,phase_volume__C6AsH9,0.0,0.0,0.0
365.0,phase_volume__CAH10,0.0,0.0,0.0
365.0,phase_volume__CO3_SO4_AFt,0.0,0.0,0.0
365.0,phase_volume__CSHQ,2.1862979499494404e-05,2.5711121722956687e-05,2.39930842319878e-05
365.0,phase_volume__Calcite,0.0,0.0,0.0
365.0,phase_volume__Friedels,0.0,0.0,0.0
365.0,phase_volume__Gypsum,0.0,0.0,0.0
365.0,phase_volume__Kuzels,0.0,0.0,0.0
365.0,phase_volume__MSH,0.0,0.0,0.0
365.0,phase_volume__MgAl-OH-LDH,1.498072424775537e-06,1.6046330688989096e-06,1.7061061380283e-06
365.0,phase_volume__Na-oxide,0.0,0.0,0.0
365.0,phase_volume__OH_SO4_AFm,4.938792939918912e-06,5.4636689174571095e-06,0.0
365.0,phase_volume__Portlandite,0.0,0.0,0.0
365.0,phase_volume__SO4_CO3_AFt,0.0,0.0,0.0
365.0,phase_volume__SO4_OH_AFm,4.938792939918912e-06,5.4636689174571095e-06,0.0
365.0,phase_volume__Silica-amorph,0.0,0.0,0.0
365.0,phase_volume__Sulphur,0.0,0.0,0.0
365.0,phase_volume__aq_gen,2.463174239122836e-05,1.990211980117765e-05,1.442746087891194e-05
365.0,phase_volume__arcanite,0.0,0.0,0.0
365.0,phase_volume__ettringite,0.0,0.0,6.413760092771225e-06
365.0,phase_volume__gas_gen,0.0,0.0,0.0
365.0,phase_volume__hemihydrate,0.0,0.0,0.0
365.0,phase_volume__straetlingite,0.0,5.713722700823006e-06,1.89133509194986e-05
365.0,phase_volume__thenardite,0.0,0.0,0.0
365.0,scalar__Eh,0.403935866578632,0.4034236397954644,0.4121948775020098
365.0,scalar__IS,0.2527432911855693,0.2739786816643085,0.2149767248327388
365.0,scalar__P,100000.0,100000.0,100000.0
365.0,scalar__T,293.15,293.15,293.15
365.0,scalar__aq_volume_frac,0.37060634842822,0.2913731304217336,0.2040441711168851
365.0,scalar__converged,True,True,True
365.0,scalar__elapsed_time,0.0052653,0.0052099,0.0047121
365.0,scalar__ionic_strength,0.2527432911855693,0.2739786816643085,0.2149767248327388
365.0,scalar__nelements,13,13,13
365.0,scalar__nphases,46,46,46
365.0,scalar__nspecies,140,140,140
365.0,scalar__num_iterations,293,287,224
365.0,scalar__pE,6.958383775789531,6.949559923211871,7.100657271084886
365.0,scalar__pH,13.429467864456443,13.461866743621693,13.344367619837248
365.0,scalar__pressure,100000.0,100000.0,100000.0
365.0,scalar__system_enthalpy,0.0,0.0,0.0
365.0,scalar__system_entropy,0.0,0.0,0.0
365.0,scalar__system_gibbs_energy,-620.0351573361598,-672.9174177668922,-731.1053239247022
365.0,scalar__system_heat_capacity_const_p,0.0,0.0,0.0
365.0,scalar__system_mass,0.1186695208997773,0.1275633771729031,0.1373763435556305
365.0,scalar__system_volume,6.646335794217811e-05,6.830458173123691e-05,7.070753749023919e-05
365.0,scalar__temperature,293.15,293.15,293.15
365.0,scalar__water_activity,0.0,0.0,0.0
