obs_uid,fold,paper_doi,age_d,role,method_group,observed,bayes_mean,bayes_lo,bayes_hi,gbm_point,blend_mean,blend_lo,blend_hi,ess,applied
10.1016/j.conbuildmat.2021.122390::F35::DoR_SCM::27,0,10.1016/j.conbuildmat.2021.122390,56.0,fly_ash,other_unknown,26.6,19.318948510210625,0.0,45.23420896859962,20.258561752919167,21.399153901921654,2.2582584195798425,40.15713842091399,705.6666394581516,True
10.1016/j.conbuildmat.2021.122390::F35::DoR_SCM::28,0,10.1016/j.conbuildmat.2021.122390,91.0,fly_ash,other_unknown,28.2,22.30759118129385,0.0,49.7961256308243,27.892055998225583,24.907538289573175,4.5525296681880905,45.28291371440657,700.6175287891912,True
10.1016/j.conbuildmat.2021.122390::F35::DoR_SCM::29,0,10.1016/j.conbuildmat.2021.122390,418.0,fly_ash,other_unknown,32.2,30.825759799841943,0.0,65.54655705509165,34.60427903277125,32.119754825492755,9.270463841412766,55.42851744609588,706.4558326699087,True
10.1016/j.conbuildmat.2021.122390::F50::DoR_SCM::30,0,10.1016/j.conbuildmat.2021.122390,3.0,fly_ash,other_unknown,4.7,8.410982833730557,0.0,25.90991474686063,4.381825944894873,8.810024944724839,0.0,25.273550626641377,630.9128496402947,True
10.1016/j.conbuildmat.2021.122390::F50::DoR_SCM::31,0,10.1016/j.conbuildmat.2021.122390,7.0,fly_ash,other_unknown,10.7,10.038240685261469,0.0,28.33522023952887,10.052450941301485,10.871707828368175,0.0,28.236583044215934,644.5152460050923,True
10.1016/j.conbuildmat.2021.122390::F50::DoR_SCM::32,0,10.1016/j.conbuildmat.2021.122390,28.0,fly_ash,other_unknown,19.8,15.874079444342348,0.0,37.25987174808352,17.618267789584106,17.01576226417301,0.0,36.234726427402784,647.5529261089719,True
10.1016/j.conbuildmat.2021.122390::F50::DoR_SCM::33,0,10.1016/j.conbuildmat.2021.122390,56.0,fly_ash,other_unknown,22.5,19.075307577651152,0.0,44.964331776111166,20.647767399901934,21.783216600141124,1.1551147855734245,40.680784614102535,650.642994155961,True
10.1016/j.conbuildmat.2021.122390::F50::DoR_SCM::34,0,10.1016/j.conbuildmat.2021.122390,91.0,fly_ash,other_unknown,25.8,21.87877458409533,0.0,51.18171750969443,28.18550472027367,24.519856937067622,4.199369327461313,44.500004000859654,656.0468566446373,True
10.1016/j.conbuildmat.2021.122390::F50::DoR_SCM::35,0,10.1016/j.conbuildmat.2021.122390,418.0,fly_ash,other_unknown,27.9,27.38763651751978,0.0,61.54742340763423,34.74271267761873,32.3171749789232,10.582704085546908,53.879871241182926,655.3579908173803,True
10.1016/j.conbuildmat.2021.122390::F65::DoR_SCM::36,0,10.1016/j.conbuildmat.2021.122390,3.0,fly_ash,other_unknown,3.0,8.186082153760347,0.0,24.619871719558002,2.050544457404049,7.938073649863404,0.0,24.20464996893162,766.5677346510925,True
10.1016/j.conbuildmat.2021.122390::F65::DoR_SCM::37,0,10.1016/j.conbuildmat.2021.122390,7.0,fly_ash,other_unknown,9.6,10.123385213805472,0.0,28.822367217217316,6.979135347788337,9.742047181918322,0.0,27.16212142083954,763.7639154949867,True
10.1016/j.conbuildmat.2021.122390::F65::DoR_SCM::38,0,10.1016/j.conbuildmat.2021.122390,28.0,fly_ash,other_unknown,13.7,14.812786047039747,0.0,37.2822137853181,12.63787263716124,14.536018230367366,0.0,33.4220670522245,771.6340317882774,True
10.1016/j.conbuildmat.2021.122390::F65::DoR_SCM::39,0,10.1016/j.conbuildmat.2021.122390,56.0,fly_ash,other_unknown,17.9,18.862607256037037,0.0,43.787009663998454,15.40004474308908,17.540242709093043,0.0,37.35280171737637,765.1414433045862,True
10.1016/j.conbuildmat.2021.122390::F65::DoR_SCM::40,0,10.1016/j.conbuildmat.2021.122390,91.0,fly_ash,other_unknown,19.5,20.08125917954112,0.0,47.4356084714021,22.728547144325635,20.164444755890067,0.29162548779540354,41.60454059981069,770.8754618063771,True
10.1016/j.conbuildmat.2021.122390::F65::DoR_SCM::41,0,10.1016/j.conbuildmat.2021.122390,418.0,fly_ash,other_unknown,21.2,26.737134786042475,0.0,60.717093268344584,29.954116123750968,25.47678536103638,3.5163893770557357,46.657667330365406,754.5155810581513,True
10.1016/j.conbuildmat.2023.132307::50FA-REF::DoR_SCM::44,0,10.1016/j.conbuildmat.2023.132307,7.0,fly_ash,selective_dissolution,0.7,9.271599209093747,0.0,22.585130018837162,12.268305086000607,11.404787667685245,0.0,22.94137077403699,598.7513147879758,True
10.1016/j.conbuildmat.2023.132307::50FA-0.3%::DoR_SCM::46,0,10.1016/j.conbuildmat.2023.132307,7.0,fly_ash,selective_dissolution,0.4,8.956379644228672,0.0,21.564878621477074,12.268305086000607,11.24038485259822,0.0,23.783216597886206,570.6336423369895,True
10.1016/j.conbuildmat.2023.132307::50SL-REF::DoR_SCM::52,0,10.1016/j.conbuildmat.2023.132307,7.0,slag,selective_dissolution,14.2,20.98342604749065,3.6806303560522524,38.87054243976749,21.064885098835635,19.591143237572858,6.764190057925648,32.62483433974884,559.5302893878317,True
10.1016/j.conbuildmat.2023.132307::50SL-0.3%::DoR_SCM::54,0,10.1016/j.conbuildmat.2023.132307,7.0,slag,selective_dissolution,12.5,20.847314790229234,3.2014924239198788,37.85313979482042,21.064885098835635,19.89446032241689,8.099396712993373,32.967229223518274,534.6859220432367,True
10.1016/j.conbuildmat.2024.138456::CS−0.5::DoR_SCM::15,0,10.1016/j.conbuildmat.2024.138456,1.0,slag,XRD_other,3.2,11.79439246254264,0.0,25.51589204840789,7.16693706736126,10.235392536540651,0.0,22.46025233850214,511.77439515489493,True
